latitude,longitude,beam_radius,color,user,sat_radius
26.088031025912887,127.74199062917417,2.0,2,0,0.45935403632144406
26.125480773103565,127.66952220374546,2.0,2,61007,0.45935403632144406
26.125480773103565,127.7178344873646,2.0,3,0,0.45935403632144406
26.125480773103565,127.76614677098374,2.0,1,0,0.45935403632144406
26.162930520294243,127.64536606193589,2.0,3,0,0.45935403632144406
26.162930520294243,127.69367834555503,2.0,1,0,0.45935403632144406
26.162930520294243,127.74199062917417,2.0,2,0,0.45935403632144406
26.162930520294243,127.79030291279331,2.0,3,44043,0.45935403632144406
26.162930520294243,127.83861519641245,2.0,1,0,0.45935403632144406
26.162930520294243,127.88692748003159,2.0,2,0,0.45935403632144406
26.20038026748492,127.62120992012632,2.0,1,0,0.45935403632144406
26.20038026748492,127.66952220374546,2.0,2,317625,0.45935403632144406
26.20038026748492,127.7178344873646,2.0,3,40440,0.45935403632144406
26.20038026748492,127.76614677098374,2.0,1,19695,0.45935403632144406
26.20038026748492,127.81445905460288,2.0,2,0,0.45935403632144406
26.2378300146756,127.69367834555503,2.0,1,0,0.45935403632144406
26.2378300146756,127.74199062917417,2.0,2,0,0.45935403632144406
26.2378300146756,127.79030291279331,2.0,3,0,0.45935403632144406
26.2378300146756,127.93523976365073,2.0,1,0,0.45935403632144406
26.275279761866276,127.57289763650718,2.0,1,0,0.45935403632144406
26.275279761866276,127.7178344873646,2.0,3,0,0.45935403632144406
26.275279761866276,127.76614677098374,2.0,1,100125,0.45935403632144406
26.275279761866276,127.81445905460288,2.0,2,0,0.45935403632144406
26.312729509056954,127.74199062917417,2.0,2,0,0.45935403632144406
26.312729509056954,127.79030291279331,2.0,3,17969,0.45935403632144406
26.312729509056954,127.83861519641245,2.0,1,0,0.45935403632144406
26.312729509056954,127.88692748003159,2.0,2,0,0.45935403632144406
26.312729509056954,127.93523976365073,2.0,1,0,0.45935403632144406
26.312729509056954,127.98355204726987,2.0,3,0,0.45935403632144406
26.350179256247632,127.76614677098374,2.0,1,13521,0.45935403632144406
26.350179256247632,127.81445905460288,2.0,2,142752,0.45935403632144406
26.350179256247632,127.86277133822202,2.0,3,0,0.45935403632144406
26.350179256247632,127.9593959054603,2.0,2,0,0.45935403632144406
26.350179256247632,128.00770818907944,2.0,1,0,0.45935403632144406
26.38762900343831,127.74199062917417,2.0,2,41206,0.45935403632144406
26.38762900343831,127.79030291279331,2.0,3,0,0.45935403632144406
26.38762900343831,127.83861519641245,2.0,1,0,0.45935403632144406
26.38762900343831,127.88692748003159,2.0,2,0,0.45935403632144406
26.38762900343831,127.98355204726987,2.0,3,0,0.45935403632144406
26.425078750628987,127.7178344873646,2.0,3,0,0.45935403632144406
26.425078750628987,127.76614677098374,2.0,1,0,0.45935403632144406
26.425078750628987,127.81445905460288,2.0,2,0,0.45935403632144406
26.425078750628987,127.9593959054603,2.0,2,0,0.45935403632144406
26.462528497819665,127.79030291279331,2.0,3,0,0.45935403632144406
26.462528497819665,127.83861519641245,2.0,1,0,0.45935403632144406
26.462528497819665,127.88692748003159,2.0,2,0,0.45935403632144406
26.462528497819665,127.93523976365073,2.0,3,10806,0.45935403632144406
26.462528497819665,127.98355204726987,2.0,1,0,0.45935403632144406
26.499978245010343,127.86277133822202,2.0,3,10869,0.45935403632144406
26.499978245010343,127.91108362184116,2.0,1,0,0.45935403632144406
26.499978245010343,127.9593959054603,2.0,2,0,0.45935403632144406
26.499978245010343,128.00770818907944,2.0,3,0,0.45935403632144406
26.53742799220102,127.93523976365073,2.0,3,0,0.45935403632144406
26.53742799220102,127.98355204726987,2.0,1,0,0.45935403632144406
26.53742799220102,128.031864330889,2.0,2,0,0.45935403632144406
26.53742799220102,128.08017661450816,2.0,3,0,0.45935403632144406
26.53742799220102,128.12848889812727,2.0,1,0,0.45935403632144406
26.5748777393917,127.9593959054603,2.0,2,0,0.45935403632144406
26.5748777393917,128.00770818907944,2.0,3,0,0.45935403632144406
26.5748777393917,128.05602047269855,2.0,1,0,0.45935403632144406
26.5748777393917,128.10433275631772,2.0,2,0,0.45935403632144406
26.5748777393917,128.15264503993683,2.0,3,0,0.45935403632144406
26.612327486582377,127.88692748003159,2.0,2,0,0.45935403632144406
26.612327486582377,127.93523976365073,2.0,3,0,0.45935403632144406
26.612327486582377,127.98355204726987,2.0,1,0,0.45935403632144406
26.612327486582377,128.031864330889,2.0,2,0,0.45935403632144406
26.612327486582377,128.08017661450816,2.0,3,0,0.45935403632144406
26.612327486582377,128.12848889812727,2.0,1,0,0.45935403632144406
26.612327486582377,128.17680118174644,2.0,2,0,0.45935403632144406
26.612327486582377,128.22511346536555,2.0,3,0,0.45935403632144406
26.649777233773055,127.81445905460288,2.0,1,0,0.45935403632144406
26.649777233773055,127.86277133822202,2.0,3,0,0.45935403632144406
26.649777233773055,127.91108362184116,2.0,1,12530,0.45935403632144406
26.649777233773055,127.9593959054603,2.0,2,0,0.45935403632144406
26.649777233773055,128.00770818907944,2.0,3,0,0.45935403632144406
26.649777233773055,128.05602047269855,2.0,1,0,0.45935403632144406
26.649777233773055,128.10433275631772,2.0,2,0,0.45935403632144406
26.649777233773055,128.15264503993683,2.0,3,1598,0.45935403632144406
26.649777233773055,128.200957323556,2.0,1,0,0.45935403632144406
26.649777233773055,128.2492696071751,2.0,2,0,0.45935403632144406
26.687226980963732,127.88692748003159,2.0,2,0,0.45935403632144406
26.687226980963732,127.93523976365073,2.0,3,0,0.45935403632144406
26.687226980963732,127.98355204726987,2.0,1,8894,0.45935403632144406
26.687226980963732,128.031864330889,2.0,2,0,0.45935403632144406
26.687226980963732,128.12848889812727,2.0,1,3092,0.45935403632144406
26.687226980963732,128.17680118174644,2.0,2,0,0.45935403632144406
26.687226980963732,128.22511346536555,2.0,3,0,0.45935403632144406
26.687226980963732,128.27342574898472,2.0,1,0,0.45935403632144406
26.72467672815441,127.76614677098374,2.0,1,0,0.45935403632144406
26.72467672815441,127.81445905460288,2.0,2,4118,0.45935403632144406
26.72467672815441,128.00770818907944,2.0,3,0,0.45935403632144406
26.72467672815441,128.15264503993683,2.0,3,0,0.45935403632144406
26.72467672815441,128.200957323556,2.0,1,0,0.45935403632144406
26.72467672815441,128.2492696071751,2.0,2,0,0.45935403632144406
26.72467672815441,128.29758189079428,2.0,3,0,0.45935403632144406
26.762126475345088,128.17680118174644,2.0,2,4517,0.45935403632144406
26.762126475345088,128.22511346536555,2.0,3,0,0.45935403632144406
26.762126475345088,128.27342574898472,2.0,1,0,0.45935403632144406
26.762126475345088,128.32173803260383,2.0,2,0,0.45935403632144406
26.799576222535766,128.2492696071751,2.0,2,0,0.45935403632144406
26.799576222535766,128.29758189079428,2.0,3,0,0.45935403632144406
26.837025969726444,128.22511346536555,2.0,3,0,0.45935403632144406
26.837025969726444,128.27342574898472,2.0,1,0,0.45935403632144406
26.9119254641078,127.93523976365073,2.0,1,1322,0.45935403632144406
