latitude,longitude,beam_radius,color,user,sat_radius
26.099160601653864,127.8245241136902,7.0,3,0,0.1359864034379862
26.23023471682124,127.57088462468973,7.0,1,0,0.1359864034379862
26.23023471682124,127.73997761735671,7.0,2,650716,0.1359864034379862
26.23023471682124,127.9090706100237,7.0,1,0,0.1359864034379862
26.361308831988616,127.8245241136902,7.0,3,281576,0.1359864034379862
26.361308831988616,127.99361710635719,7.0,2,0,0.1359864034379862
26.492382947155992,127.73997761735671,7.0,2,0,0.1359864034379862
26.492382947155992,127.9090706100237,7.0,1,27508,0.1359864034379862
26.492382947155992,128.0781636026907,7.0,3,0,0.1359864034379862
26.623457062323368,127.8245241136902,7.0,3,0,0.1359864034379862
26.623457062323368,127.99361710635719,7.0,2,72448,0.1359864034379862
26.623457062323368,128.1627100990242,7.0,1,1598,0.1359864034379862
26.754531177490744,127.73997761735671,7.0,2,0,0.1359864034379862
26.754531177490744,127.9090706100237,7.0,1,0,0.1359864034379862
26.754531177490744,128.0781636026907,7.0,3,0,0.1359864034379862
26.754531177490744,128.24725659535767,7.0,2,4517,0.1359864034379862
26.88560529265812,127.99361710635719,7.0,2,0,0.1359864034379862
