latitude,longitude,beam_radius,color,user,sat_radius
26.10675589950823,127.71380846372966,2.0,2,0,0.45935403632144406
26.10675589950823,127.75406870007895,2.0,3,0,0.45935403632144406
26.13796402216713,127.65341810920575,2.0,2,0,0.45935403632144406
26.13796402216713,127.69367834555503,2.0,3,0,0.45935403632144406
26.13796402216713,127.73393858190431,2.0,1,0,0.45935403632144406
26.13796402216713,127.7741988182536,2.0,2,0,0.45935403632144406
26.13796402216713,127.81445905460288,2.0,3,0,0.45935403632144406
26.13796402216713,127.89497952730144,2.0,2,0,0.45935403632144406
26.169172144826028,127.6332879910311,2.0,3,0,0.45935403632144406
26.169172144826028,127.67354822738038,2.0,1,64612,0.45935403632144406
26.169172144826028,127.71380846372966,2.0,2,30941,0.45935403632144406
26.169172144826028,127.75406870007895,2.0,3,44043,0.45935403632144406
26.169172144826028,127.79432893642823,2.0,1,0,0.45935403632144406
26.169172144826028,127.83458917277751,2.0,2,0,0.45935403632144406
26.169172144826028,127.8748494091268,2.0,1,0,0.45935403632144406
26.169172144826028,127.91510964547608,2.0,3,0,0.45935403632144406
26.200380267484928,127.65341810920575,2.0,2,0,0.45935403632144406
26.200380267484928,127.69367834555503,2.0,3,317625,0.45935403632144406
26.200380267484928,127.73393858190431,2.0,1,40440,0.45935403632144406
26.200380267484928,127.7741988182536,2.0,2,19695,0.45935403632144406
26.200380267484928,127.81445905460288,2.0,3,0,0.45935403632144406
26.231588390143827,127.67354822738038,2.0,1,0,0.45935403632144406
26.231588390143827,127.71380846372966,2.0,2,115690,0.45935403632144406
26.231588390143827,127.75406870007895,2.0,3,34984,0.45935403632144406
26.231588390143827,127.79432893642823,2.0,1,0,0.45935403632144406
26.231588390143827,127.95536988182536,2.0,2,0,0.45935403632144406
26.262796512802726,127.57289763650718,2.0,1,0,0.45935403632144406
26.262796512802726,127.69367834555503,2.0,3,0,0.45935403632144406
26.262796512802726,127.73393858190431,2.0,1,0,0.45935403632144406
26.262796512802726,127.7741988182536,2.0,2,22157,0.45935403632144406
26.262796512802726,127.81445905460288,2.0,3,0,0.45935403632144406
26.262796512802726,127.93523976365073,2.0,1,0,0.45935403632144406
26.294004635461626,127.75406870007895,2.0,3,0,0.45935403632144406
26.294004635461626,127.79432893642823,2.0,1,17969,0.45935403632144406
26.294004635461626,127.83458917277751,2.0,2,0,0.45935403632144406
26.294004635461626,127.91510964547608,2.0,3,0,0.45935403632144406
26.294004635461626,127.95536988182536,2.0,2,0,0.45935403632144406
26.294004635461626,127.99563011817465,2.0,1,0,0.45935403632144406
26.325212758120525,127.73393858190431,2.0,1,0,0.45935403632144406
26.325212758120525,127.7741988182536,2.0,2,28201,0.45935403632144406
26.325212758120525,127.81445905460288,2.0,3,142752,0.45935403632144406
26.325212758120525,127.85471929095216,2.0,1,0,0.45935403632144406
26.325212758120525,127.89497952730144,2.0,2,0,0.45935403632144406
26.325212758120525,127.93523976365073,2.0,1,0,0.45935403632144406
26.325212758120525,127.97550000000001,2.0,3,0,0.45935403632144406
26.356420880779424,127.75406870007895,2.0,3,13521,0.45935403632144406
26.356420880779424,127.79432893642823,2.0,1,0,0.45935403632144406
26.356420880779424,127.83458917277751,2.0,2,0,0.45935403632144406
26.356420880779424,127.8748494091268,2.0,3,0,0.45935403632144406
26.356420880779424,127.95536988182536,2.0,2,0,0.45935403632144406
26.356420880779424,127.99563011817465,2.0,1,0,0.45935403632144406
26.387629003438324,127.73393858190431,2.0,1,41206,0.45935403632144406
26.387629003438324,127.7741988182536,2.0,2,0,0.45935403632144406
26.387629003438324,127.81445905460288,2.0,3,0,0.45935403632144406
26.387629003438324,127.85471929095216,2.0,1,125303,0.45935403632144406
26.387629003438324,127.97550000000001,2.0,3,0,0.45935403632144406
26.387629003438324,128.0157602363493,2.0,2,0,0.45935403632144406
26.418837126097223,127.71380846372966,2.0,2,0,0.45935403632144406
26.418837126097223,127.75406870007895,2.0,3,0,0.45935403632144406
26.418837126097223,127.79432893642823,2.0,1,0,0.45935403632144406
26.418837126097223,127.83458917277751,2.0,2,0,0.45935403632144406
26.450045248756123,127.73393858190431,2.0,1,0,0.45935403632144406
26.450045248756123,127.7741988182536,2.0,2,0,0.45935403632144406
26.450045248756123,127.81445905460288,2.0,3,0,0.45935403632144406
26.450045248756123,127.85471929095216,2.0,1,0,0.45935403632144406
26.450045248756123,127.89497952730144,2.0,2,0,0.45935403632144406
26.450045248756123,127.93523976365073,2.0,3,10806,0.45935403632144406
26.481253371415022,127.83458917277751,2.0,2,0,0.45935403632144406
26.481253371415022,127.8748494091268,2.0,3,0,0.45935403632144406
26.481253371415022,127.91510964547608,2.0,1,0,0.45935403632144406
26.481253371415022,127.95536988182536,2.0,2,0,0.45935403632144406
26.481253371415022,127.99563011817465,2.0,3,5833,0.45935403632144406
26.51246149407392,127.85471929095216,2.0,1,10869,0.45935403632144406
26.51246149407392,127.89497952730144,2.0,2,0,0.45935403632144406
26.51246149407392,127.93523976365073,2.0,3,0,0.45935403632144406
26.51246149407392,127.97550000000001,2.0,1,0,0.45935403632144406
26.51246149407392,128.0157602363493,2.0,2,0,0.45935403632144406
26.51246149407392,128.05602047269858,2.0,3,0,0.45935403632144406
26.54366961673282,127.91510964547608,2.0,1,0,0.45935403632144406
26.54366961673282,127.95536988182536,2.0,2,0,0.45935403632144406
26.54366961673282,127.99563011817465,2.0,3,0,0.45935403632144406
26.54366961673282,128.03589035452396,2.0,1,0,0.45935403632144406
26.54366961673282,128.07615059087323,2.0,2,0,0.45935403632144406
