jiscode,自治体,住所,緯度,経度,人口
27208,貝塚市,貝塚市畠中1-17-1,34.437408,135.358119,84443 
27209,守口市,守口市京阪本通2-5-5,34.735811,135.561724,143096 
27210,枚方市,枚方市大垣内町2-1-20,34.814465,135.650642,397289 
27211,茨木市,茨木市駅前3-8-13,34.816153,135.568503,287730 
27212,八尾市,八尾市本町1-1-1,34.626884,135.600948,264642 
27213,泉佐野市,泉佐野市市場東1-1-1,34.406839,135.327337,100131 
27214,富田林市,富田林市常盤町1-1,34.499675,135.59728,108699 
27215,寝屋川市,寝屋川市本町1-1,34.766079,135.628008,229733 
27216,河内長野市,河内長野市原町1-1-1,34.458107,135.564119,101692 
27217,松原市,松原市阿保1-1-1,34.577901,135.551786,117641 
27218,大東市,大東市谷川1-1-1,34.712013,135.623471,119367 
27219,和泉市,和泉市府中町2-7-5,34.483151,135.423306,184495 
27220,箕面市,箕面市西小路4-6-1,34.826929,135.470379,136868 
27221,柏原市,柏原市安堂町1-55,34.578286,135.629246,68775 
27222,羽曳野市,羽曳野市誉田4-1-1,34.558002,135.606226,108736 
27223,門真市,門真市中町1-1,34.739145,135.586899,119764 
27224,摂津市,摂津市三島1-1-1,34.777387,135.561886,87456 
27225,高石市,高石市加茂4-1-1,34.520673,135.442395,55635 
27226,藤井寺市,藤井寺市岡1-1-1,34.574283,135.597476,63688 
27227,東大阪市,東大阪市荒本北1-1-1,34.679324,135.600898,493940 
27228,泉南市,泉南市樽井1-1-1,34.366007,135.2733,60102 
27229,四條畷市,四條畷市中野本町1-1,34.740064,135.639727,55177 
27230,交野市,交野市私部1-1-1,34.787958,135.679978,75033 
27231,大阪狭山市,大阪狭山市狭山1-2384-1,34.503718,135.555748,58435 
27232,阪南市,阪南市尾崎町35-1,34.359594,135.239656,51254 
27301,島本町,三島郡島本町桜井2-1-1,34.883819,135.663009,30927 
27321,豊能町,豊能郡豊能町余野414-1,34.91885,135.494096,18279 
27322,能勢町,豊能郡能勢町宿野28,34.973436,135.413888,9079 
27341,忠岡町,泉北郡忠岡町忠岡東1-34-1,34.487125,135.401497,16567 
27361,熊取町,泉南郡熊取町野田1-1-1,34.401308,135.355863,43763 
27362,田尻町,泉南郡田尻町大字嘉祥寺375-1,34.393782,135.291176,8434 
27366,岬町,泉南郡岬町深日2000-1,34.3169,135.142085,14741 
27381,太子町,南河内郡太子町大字山田88,34.518656,135.647734,13009 
27382,河南町,南河内郡河南町大字白木1359-6,34.491637,135.62988,15697 
27383,千早赤阪村,南河内郡千早赤阪村大字水分180,34.464601,135.622531,4909 
28100,神戸市,神戸市中央区加納町6-5-1,34.689495,135.195728,1525152 
28201,姫路市,姫路市安田4-1,34.815496,134.685458,530495 
28202,尼崎市,尼崎市東七松町1-23-1,34.733554,135.406394,459593 
28203,明石市,明石市中崎1-5-1,34.643109,134.997182,303601 
28204,西宮市,西宮市六湛寺町10-3,34.737691,135.34183,485587 
28205,洲本市,洲本市本町3-4-10,34.342522,134.895653,41236 
28206,芦屋市,芦屋市精道町7-6,34.726522,135.304179,93922 
28207,伊丹市,伊丹市千僧1-1,34.784568,135.400362,198138 
28208,相生市,相生市旭1-1-3,34.803662,134.468193,28355 
28209,豊岡市,豊岡市中央町2-4,35.544475,134.820187,77489 
28210,加古川市,加古川市加古川町北在家2000,34.75662,134.8409,260878 
28212,赤穂市,赤穂市加里屋81,34.754974,134.390354,45892 
28213,西脇市,西脇市下戸田128番地の１,34.98343,134.97973,38673 
28214,宝塚市,宝塚市東洋町1-1,34.799817,135.360098,226432 
28215,三木市,三木市上の丸町10番30号,34.796922,134.990188,75294 
28216,高砂市,高砂市荒井町千鳥1-1-1,34.766321,134.790509,87722 
28217,川西市,川西市中央町12-1,34.830132,135.417222,152321 
28218,小野市,小野市中島町531,34.85788,134.939881,47562 
28219,三田市,三田市三輪2-1-1,34.889672,135.22529,109238 
28220,加西市,加西市北条町横尾1000,34.927811,134.841819,42700 
28221,丹波篠山市,丹波篠山市北新町41,35.075673,135.219002,39611 
28222,養父市,養父市八鹿町八鹿1675,35.40464,134.767668,22129 
28223,丹波市,丹波市氷上町成松字甲賀1,35.177259,135.035816,61471 
28224,南あわじ市,南あわじ市市善光寺22番地1,34.294417,134.779952,44137 
28225,朝来市,朝来市和田山町東谷213-1,35.339835,134.853117,28989 
28226,淡路市,淡路市生穂新島8,34.439847,134.914633,41967 
28227,宍粟市,宍粟市山崎町中広瀬133番地6,35.004435,134.549377,34819 
28228,加東市,加東市社50,34.91737,134.973345,40645 
28229,たつの市,たつの市龍野町富永1005-1,34.857847,134.545397,74316 
28301,猪名川町,川辺郡猪名川町上野字北畑11-1,34.894966,135.376164,29680 
28365,多可町,多可郡多可町中区中村町123,35.050315,134.923359,19261 
28381,稲美町,加古郡稲美町国岡1-1,34.748627,134.913384,30268 
28382,播磨町,加古郡播磨町東本荘1-5-30,34.715302,134.867911,33604 
28442,市川町,神崎郡市川町西川辺165-3,34.989365,134.763289,11231 
28443,福崎町,神崎郡福崎町南田原3116-1,34.950319,134.760245,19377 
28446,神河町,神崎郡神河町寺前64,35.064235,134.739856,10616 
28464,太子町,揖保郡太子町鵤280-1,34.833246,134.572319,33477 
28481,上郡町,赤穂郡上郡町大持278,34.873583,134.356098,13879 
28501,佐用町,佐用郡佐用町佐用2611-1,35.004296,134.355771,15863 
28585,香美町,美方郡香美町香住区香住870-1,35.632169,134.629175,16064 
28586,新温泉町,美方郡新温泉町浜坂2673-1,35.623509,134.448942,13318 
29201,奈良市,奈良市二条大路南一丁目1-1,34.685117,135.804995,354630 
29202,大和高田市,大和高田市大字大中98番地4,34.51575,135.737387,61744 
29203,大和郡山市,大和郡山市北郡山町248-4,34.649616,135.782715,83285 
29204,天理市,天理市川原城町605,34.596617,135.837367,63889 
29205,橿原市,橿原市八木町1-1-18,34.509453,135.792756,120922 
29206,桜井市,桜井市大字粟殿432-1,34.51884,135.84274,54857 
29207,五條市,五條市岡口1丁目3番1号,34.356358,135.695556,27927 
29208,御所市,御所市1-3,34.46334,135.740177,24096 
29209,生駒市,生駒市東新町8-38,34.691979,135.700553,116675 
29210,香芝市,香芝市本町1397,34.541295,135.699162,78113 
29211,葛城市,葛城市柿本166,34.489158,135.726563,36832 
29212,宇陀市,宇陀市榛原下井足17-3,34.528073,135.952303,28121 
29322,山添村,山辺郡山添村大字大西151,34.681261,136.043797,3226 
29342,平群町,生駒郡平群町吉新1-1-1,34.629155,135.700711,18009 
29343,三郷町,生駒郡三郷町勢野西1-1-1,34.599977,135.695425,23219 
29344,斑鳩町,生駒郡斑鳩町法隆寺西3-7-12,34.608852,135.730593,27587 
29345,安堵町,生駒郡安堵町大字東安堵958,34.606488,135.756781,7225 
29361,川西町,磯城郡川西町大字結崎28-1,34.584383,135.773871,8167 
29362,三宅町,磯城郡三宅町大字伴堂689,34.573678,135.773177,6439 
29363,田原本町,磯城郡田原本町890-1,34.556667,135.79494,31177 
29385,曽爾村,宇陀郡曽爾村大字今井495-1,34.510664,136.124475,1295 
29386,御杖村,宇陀郡御杖村大字菅野368,34.488391,136.16591,1479 
29401,高取町,高市郡高取町大字観覚寺990-1,34.449468,135.793168,6729 
29402,明日香村,高市郡明日香村大字岡55,34.471281,135.820633,5179 
29424,上牧町,北葛城郡上牧町大字上牧3350,34.562723,135.716674,21714 
29425,王寺町,北葛城郡王寺町王寺2-1-23,34.594696,135.706705,24043 
29426,広陵町,北葛城郡広陵町大字南郷583-1,34.54274,135.750842,33810 
29427,河合町,北葛城郡河合町池部1-1-1,34.578369,135.736699,17018 
29441,吉野町,吉野郡吉野町大字上市80-1,34.396046,135.857612,6229 
29442,大淀町,吉野郡大淀町大字桧垣本2090,34.390529,135.789798,16728 
29443,下市町,吉野郡下市町大字下市1960,34.360951,135.791872,5037 
29444,黒滝村,吉野郡黒滝村大字寺戸77,34.309276,135.85225,623 
29446,天川村,吉野郡天川村大字沢谷60,34.241929,135.855135,1176 
29447,野迫川村,吉野郡野迫川村大字北股84,34.166293,135.63303,357 
29449,十津川村,吉野郡十津川村大字小原225-1,33.988504,135.792611,3061 
29450,下北山村,吉野郡下北山村大字寺垣内983,34.00508,135.955178,753 
29451,上北山村,吉野郡上北山村大字河合330,34.134321,136.000149,444 
29452,川上村,吉野郡川上村大字迫1335-7,34.338121,135.954303,1156 
29453,東吉野村,吉野郡東吉野村大字小川99,34.403541,135.968307,1502 
30201,和歌山市,和歌山市七番丁23,34.230514,135.170808,356729 
30202,海南市,海南市南赤坂11,34.157533,135.239675,48369 
30203,橋本市,橋本市東家1-1-1,34.314876,135.605208,60818 
30204,有田市,有田市箕島50,34.083104,135.127727,26538 
30205,御坊市,御坊市薗350,33.891412,135.152406,23481 
30206,田辺市,田辺市新屋敷町1,33.72801,135.377662,69870 
30207,新宮市,新宮市春日1-1,33.724224,135.992525,27171 
30208,紀の川市,紀の川市西大井338,34.269538,135.362576,58816 
30209,岩出市,岩出市西野209,34.256267,135.311451,53967 
30304,紀美野町,海草郡紀美野町動木287,34.167192,135.307575,8256 
30341,かつらぎ町,伊都郡かつらぎ町大字丁ノ町2160,34.296416,135.503802,15967 
30343,九度山町,伊都郡九度山町大字九度山1190,34.287192,135.562242,3856 
30344,高野町,伊都郡高野町大字高野山636,34.216077,135.586536,2970 
30361,湯浅町,有田郡湯浅町大字青木668-1,34.029418,135.190427,11122 
30362,広川町,有田郡広川町大字広1500,34.029957,135.173072,6781 
30366,有田川町,有田郡有田川町下津野2018-4,34.057488,135.216116,25258 
30381,美浜町,日高郡美浜町大字和田1138-278,33.893806,135.133265,6867 
30382,日高町,日高郡日高町大字高家626,33.925677,135.141072,7673 
30383,由良町,日高郡由良町大字里1220-1,33.959251,135.118187,5364 
30390,印南町,日高郡印南町大字印南2570,33.819533,135.222515,7720 
30391,みなべ町,日高郡みなべ町芝742,33.772333,135.321434,11818 
30392,日高川町,日高郡日高川町大字土生160,33.911693,135.186,9219 
30401,白浜町,西牟婁郡白浜町1600,33.678188,135.348108,20262 
30404,上富田町,西牟婁郡上富田町朝来763,33.696352,135.428802,15236 
30406,すさみ町,西牟婁郡すさみ町周参見4089,33.550062,135.496678,3685 
30421,那智勝浦町,東牟婁郡那智勝浦町大字築地7-1-1,33.625988,135.941042,14137 
30422,太地町,東牟婁郡太地町大字太地3767-1,33.594037,135.943964,2791 
30424,古座川町,東牟婁郡古座川町大字高池673-2,33.53199,135.814999,2480 
30427,北山村,東牟婁郡北山村大字大沼42,33.9321,135.969303,404 
30428,串本町,東牟婁郡串本町サンゴ台690番地5,33.485686,135.787016,14959 
31201,鳥取市,鳥取市幸町71番地,35.494452,134.222154,188465 
31202,米子市,米子市加茂町1-1,35.428136,133.330939,147317 
31203,倉吉市,倉吉市葵町722,35.430182,133.825561,46485 
31204,境港市,境港市上道町3000,35.539606,133.2316,32740 
31302,岩美町,岩美郡岩美町大字浦富675-1,35.575896,134.332087,10799 
31325,若桜町,八頭郡若桜町大字若桜801-5,35.340149,134.400992,2864 
31328,智頭町,八頭郡智頭町大字智頭2072-1,35.265081,134.226587,6427 
31329,八頭町,八頭郡八頭町郡家493,35.409211,134.250526,15937 
31364,三朝町,東伯郡三朝町大字大瀬999-2,35.408461,133.861742,6060 
31370,湯梨浜町,東伯郡湯梨浜町大字久留19-1,35.489915,133.864681,16055 
31371,琴浦町,東伯郡琴浦町大字徳万591-2,35.495184,133.692779,16365 
31372,北栄町,東伯郡北栄町由良宿423-1,35.490011,133.758294,14228 
31384,日吉津村,西伯郡日吉津村大字日吉津872-15,35.440179,133.380808,3501 
31386,大山町,西伯郡大山町御来屋328,35.510779,133.496123,15370 
31389,南部町,西伯郡南部町法勝寺377-1,35.34033,133.326829,10323 
31390,伯耆町,西伯郡伯耆町吉長37-3,35.38523,133.407384,10696 
31401,日南町,日野郡日南町霞800,35.163311,133.306255,4196 
31402,日野町,日野郡日野町根雨101,35.240793,133.442659,2907 
31403,江府町,日野郡江府町大字江尾1717番地1,35.275893,133.479132,2672 
32201,松江市,松江市末次町86,35.468039,133.048527,203616 
32202,浜田市,浜田市殿町1,34.899255,132.079883,54592 
32203,出雲市,出雲市今市町70,35.366917,132.754712,172775 
32204,益田市,益田市常盤町1-1,34.674814,131.842862,45003 
32205,大田市,大田市大田町大田ロ1111,35.19209,132.499351,32846 
32206,安来市,安来市安来町878-2,35.431451,133.250851,37062 
32207,江津市,江津市江津町1016-4,35.011621,132.217754,22959 
32209,雲南市,雲南市木次町里方521-1,35.307718,132.900345,36007 
32343,奥出雲町,仁多郡奥出雲町三成358-1,35.197428,133.002549,11849 
32386,飯南町,飯石郡飯南町下赤名880,35.00004,132.713872,4577 
32441,川本町,邑智郡川本町大字川本271-3,34.995211,132.495853,3248 
32448,美郷町,邑智郡美郷町粕渕168,35.076512,132.590543,4355 
32449,邑南町,邑智郡邑南町矢上6000,34.893934,132.437976,10163 
32501,津和野町,鹿足郡津和野町枕瀬218-18,34.541961,131.83508,6875 
32505,吉賀町,鹿足郡吉賀町六日市750,34.35351,131.935137,6077 
32525,海士町,隠岐郡海士町大字海士1490,36.096561,133.096701,2267 
32526,西ノ島町,隠岐郡西ノ島町大字美田600番地4,36.091825,133.013467,2788 
32527,知夫村,隠岐郡知夫村1065,36.013927,133.039372,634 
32528,隠岐の島町,隠岐郡隠岐の島町下西78番地2,36.213394,133.311818,13433 
33100,岡山市,岡山市北区大供1-1-1,34.655107,133.919566,724691 
33202,倉敷市,倉敷市西中新田640,34.584677,133.772281,474592 
33203,津山市,津山市山北520,35.069118,134.004543,99937 
33204,玉野市,玉野市宇野1-27-1,34.491979,133.946012,56531 
33205,笠岡市,笠岡市中央町1-1,34.507182,133.507441,46088 
33207,井原市,井原市井原町311-1,34.597709,133.463798,38384 
33208,総社市,総社市中央1-1-1,34.67281,133.746531,69030 
33209,高梁市,高梁市松原通2043,34.791361,133.616678,29072 
33210,新見市,新見市新見310-3,34.977058,133.470345,28079 
33211,備前市,備前市東片上126,34.745183,134.188803,32320 
33212,瀬戸内市,瀬戸内市邑久町尾張300-1,34.664893,134.092849,36048 
33213,赤磐市,赤磐市下市344,34.755396,134.018848,42661 
33214,真庭市,真庭市久世2927-2,35.075591,133.752756,42725 
33215,美作市,美作市栄町38-2,35.008594,134.148578,25939 
33216,浅口市,浅口市鴨方町六条院中3050,34.527834,133.584911,32772 
33346,和気町,和気郡和気町尺所555,34.802882,134.157539,13623 
33423,早島町,都窪郡早島町大字前潟360-1,34.600822,133.828304,12368 
33445,里庄町,浅口郡里庄町大字里見1107-2,34.51374,133.556886,10950 
33461,矢掛町,小田郡矢掛町矢掛3018,34.627596,133.587085,13414 
33586,新庄村,真庭郡新庄村2008-1,35.179367,133.567638,813 
33606,鏡野町,苫田郡鏡野町竹田660,35.091772,133.93303,12062 
33622,勝央町,勝田郡勝央町勝間田201,35.04179,134.116172,10888 
33623,奈義町,勝田郡奈義町豊沢306-1,35.123024,134.177427,5578 
33643,西粟倉村,英田郡西粟倉村大字影石33番地1（あわくら会館内）,35.171765,134.335689,1398 
33663,久米南町,久米郡久米南町下弓削502-1,34.929179,133.960647,4530 
33666,美咲町,久米郡美咲町原田1735,34.997967,133.958149,13053 
33681,吉備中央町,加賀郡吉備中央町豊野1-2,34.863404,133.6935,10886 
34100,広島市,広島市中区国泰寺町1-6-34,34.385253,132.455337,1200754 
34202,呉市,呉市中央4-1-6,34.249254,132.565805,214592 
34203,竹原市,竹原市中央5-1-35,34.341794,132.907091,23993 
34204,三原市,三原市港町3-5-1,34.39747,133.078525,90573 
34205,尾道市,尾道市久保1-15-1,34.409162,133.205628,131170 
34207,福山市,福山市東桜町3-5,34.485927,133.36234,460930 
34208,府中市,府中市府川町315,34.568349,133.236323,37655 
34209,三次市,三次市十日市中2-8-1,34.805627,132.85179,50681 
34210,庄原市,庄原市中本町1-10-1,34.857743,133.017264,33633 
34211,大竹市,大竹市小方1-11-1,34.237952,132.222361,26319 
34212,東広島市,東広島市西条栄町8-29,34.426787,132.743746,196608 
34213,廿日市市,廿日市市下平良1-11-1,34.348416,132.331541,114173 
34214,安芸高田市,安芸高田市吉田町吉田791,34.666099,132.703977,26448 
34215,江田島市,江田島市大柿町大原505,34.174967,132.46221,21930 
34302,府中町,安芸郡府中町大通3-5-1,34.392589,132.504544,51155 
34304,海田町,安芸郡海田町上市14-18,34.372159,132.536155,29636 
34307,熊野町,安芸郡熊野町中溝1-1-1,34.335783,132.584604,22834 
34309,坂町,安芸郡坂町平成ヶ浜1-1-1,34.341282,132.513639,12582 
34368,安芸太田町,山県郡安芸太田町戸河内784-1,34.576731,132.227141,5740 
34369,北広島町,山県郡北広島町有田1234,34.674541,132.538427,17763 
34431,大崎上島町,豊田郡大崎上島町東野6625-1,34.269552,132.914963,7158 
34462,世羅町,世羅郡世羅町西上原123-1,34.586837,133.056631,15125 
34545,神石高原町,神石郡神石高原町小畠1701番地,34.703612,133.251651,8250 
35201,下関市,下関市南部町1-1,33.957279,130.940935,255051 
35202,宇部市,宇部市常盤町1-7-1,33.951824,131.24731,162570 
35203,山口市,山口市亀山町2-1,34.178178,131.473511,193966 
35204,萩市,萩市江向510,34.408107,131.399104,44626 
35206,防府市,防府市寿町7-1,34.051756,131.562627,113979 
35207,下松市,下松市大手町3-3-3,34.015038,131.870317,55887 
35208,岩国市,岩国市今津町1-14-51,34.1665,132.218942,129125 
35210,光市,光市中央6-1-1,33.961916,131.942296,49798 
35211,長門市,長門市東深川1339-2,34.370959,131.182198,32519 
35212,柳井市,柳井市南町1-10-2,33.963839,132.101597,30799 
35213,美祢市,美祢市大嶺町東分326-1,34.16667,131.205703,23247 
35215,周南市,周南市岐山通1-1,34.055135,131.806293,137540 
35216,山陽小野田市,山陽小野田市日の出1-1-1,34.003089,131.181786,60326 
35305,周防大島町,大島郡周防大島町大字小松126-2,33.927628,132.19532,14798 
35321,和木町,玖珂郡和木町和木1-1-1,34.202408,132.220405,6034 
35341,上関町,熊毛郡上関町大字長島448,33.830795,132.110214,2342 
35343,田布施町,熊毛郡田布施町大字下田布施3440-1,33.954677,132.041366,14483 
35344,平生町,熊毛郡平生町大字平生町210-1,33.938193,132.073607,11914 
35502,阿武町,阿武郡阿武町大字奈古2636,34.503352,131.47136,3055 
36201,徳島市,徳島市幸町2-5,34.070234,134.554713,252391 
36202,鳴門市,鳴門市撫養町南浜字東浜170,34.17259,134.6088,54622 
36203,小松島市,小松島市横須町1-1,34.004713,134.590603,36149 
36204,阿南市,阿南市富岡町トノ町12-3,33.921762,134.659566,69470 
36205,吉野川市,吉野川市鴨島町鴨島115-1,34.066235,134.358667,38772 
36206,阿波市,阿波市市場町切幡字古田201-1,34.102138,134.297456,34713 
36207,美馬市,美馬市穴吹町穴吹字九反地5,34.053387,134.169725,28055 
36208,三好市,三好市池田町シンマチ1500-2,34.026044,133.80718,23605 
36301,勝浦町,勝浦郡勝浦町大字久国字久保田3,33.931453,134.511251,4837 
36302,上勝町,勝浦郡上勝町大字福原字下横峯3-1,33.888841,134.401819,1380 
36321,佐那河内村,名東郡佐那河内村下字西ノハナ31番地,33.993786,134.457703,2058 
36341,石井町,名西郡石井町高川原字高川原121-1,34.074698,134.440764,24833 
36342,神山町,名西郡神山町神領字本野間100,33.967225,134.350531,4647 
36368,那賀町,那賀郡那賀町和食郷字南川104-1,33.857497,134.496736,7367 
36383,牟岐町,海部郡牟岐町大字中村字本村7-4,33.668312,134.420661,3743 
36387,美波町,海部郡美波町奥河内字本村18-1,33.734573,134.535413,6222 
36388,海陽町,海部郡海陽町大里字上中須128,33.602043,134.351866,8358 
36401,松茂町,板野郡松茂町広島字東裏30,34.133849,134.580537,14583 
36402,北島町,板野郡北島町中村字上地23-1,34.125594,134.546985,22745 
36403,藍住町,板野郡藍住町奥野字矢上前52-1,34.126776,134.495112,35246 
36404,板野町,板野郡板野町吹田字町南22-2,34.144364,134.462616,13042 
36405,上板町,板野郡上板町七條字経塚42,34.121365,134.404999,11384 
36468,つるぎ町,美馬郡つるぎ町貞光字東浦1-3,34.037307,134.064051,7715 
36489,東みよし町,三好郡東みよし町加茂3360,34.036785,133.93676,13622 
37201,高松市,高松市番町1-8-15,34.342791,134.046574,417496 
37202,丸亀市,丸亀市大手町二丁目4番21号,34.289886,133.798713,109513 
37203,坂出市,坂出市室町2-3-5,34.316692,133.860493,50624 
37204,善通寺市,善通寺市文京町2-1-1,34.22716,133.787188,31631 
37205,観音寺市,観音寺市坂本町一丁目1-1,34.12737,133.661597,57438 
37206,さぬき市,さぬき市志度5385-8,34.32521,134.171989,47003 
37207,東かがわ市,東かがわ市湊1847-1,34.243803,134.358837,28279 
37208,三豊市,三豊市高瀬町下勝間2373-1,34.182556,133.715203,61857 
37322,土庄町,小豆郡土庄町淵崎甲1400番地2,34.486653,134.188629,12846 
37324,小豆島町,小豆郡小豆島町片城甲44番地95,34.479714,134.30888,13870 
37341,三木町,木田郡三木町大字氷上310,34.268355,134.134363,26878 
37364,直島町,香川郡直島町1122-1,34.45983,133.995638,3103 
37386,宇多津町,綾歌郡宇多津町1881,34.310301,133.825566,18699 
37387,綾川町,綾歌郡綾川町滝宮299,34.249613,133.923099,22693 
37403,琴平町,仲多度郡琴平町榎井817-10,34.19142,133.823303,8468 
37404,多度津町,仲多度郡多度津町栄町三丁目3番95号,34.272711,133.758553,22445 
37406,まんのう町,仲多度郡まんのう町吉野下430,34.192334,133.841393,17401 
38201,松山市,松山市二番町4-7-2,33.839157,132.765556,511192 
38202,今治市,今治市別宮町1-4-1,34.066043,132.997658,151672 
38203,宇和島市,宇和島市曙町1,33.22334,132.560563,70809 
38204,八幡浜市,八幡浜市北浜1-1-1,33.462898,132.423334,31987 
38205,新居浜市,新居浜市一宮町1-5-1,33.960329,133.283379,115938 
38206,西条市,西条市明屋敷164,33.919615,133.181186,104791 
38207,大洲市,大洲市大洲690-1,33.506285,132.544514,40575 
38210,伊予市,伊予市米湊820,33.757461,132.703778,35133 
38213,四国中央市,四国中央市三島宮川4-6-55,33.980694,133.549188,82754 
38214,西予市,西予市宇和町卯之町3-434-1,33.363017,132.510967,35388 
38215,東温市,東温市見奈良530-1,33.791027,132.872299,33903 
38356,上島町,越智郡上島町弓削下弓削210,34.257467,133.204492,6509 
38386,久万高原町,上浮穴郡久万高原町久万212,33.655603,132.901665,7404 
38401,松前町,伊予郡松前町大字筒井631,33.787479,132.711364,29630 
38402,砥部町,伊予郡砥部町宮内1392,33.74926,132.792233,20480 
38422,内子町,喜多郡内子町平岡甲168,33.532937,132.658083,15322 
38442,伊方町,西宇和郡伊方町湊浦1993-1,33.488593,132.353998,8397 
38484,松野町,北宇和郡松野町大字松丸343,33.227142,132.711304,3674 
38488,鬼北町,北宇和郡鬼北町大字近永800-1,33.255792,132.684032,9682 
38506,愛南町,南宇和郡愛南町城辺甲2420,32.962168,132.583326,19601 
39201,高知市,高知市本町5-1-45,33.558722,133.531094,326545 
39202,室戸市,室戸市浮津25-1,33.289955,134.151981,11742 
39203,安芸市,安芸市矢ノ丸1-4-40,33.502416,133.907074,16243 
39204,南国市,南国市大そね甲2301,33.575673,133.64146,46664 
39205,土佐市,土佐市高岡町甲2017-1,33.495999,133.425055,25732 
39206,須崎市,須崎市山手町1-7,33.400745,133.282959,20590 
39208,宿毛市,宿毛市希望ヶ丘1番地,32.934013,132.702033,19033 
39209,土佐清水市,土佐清水市天神町11-2,32.781603,132.9551,12388 
39210,四万十市,四万十市中村大橋通4-10,32.991385,132.93375,32694 
39211,香南市,香南市野市町西野2706,33.564362,133.700788,32207 
39212,香美市,香美市土佐山田町宝町1-2-1,33.60386,133.686245,26513 
39301,東洋町,安芸郡東洋町大字生見758-3,33.527976,134.279968,2194 
39302,奈半利町,安芸郡奈半利町乙1659-1,33.424179,134.020957,3034 
39303,田野町,安芸郡田野町1828-5,33.427713,134.008209,2498 
39304,安田町,安芸郡安田町大字安田1850,33.43908,133.981215,2370 
39305,北川村,安芸郡北川村野友甲1530,33.447694,134.042069,1146 
39306,馬路村,安芸郡馬路村馬路443,33.555347,134.048114,745 
39307,芸西村,安芸郡芸西村和食甲1262,33.526915,133.808942,3694 
39341,本山町,長岡郡本山町本山504,33.757028,133.591481,3261 
39344,大豊町,長岡郡大豊町津家1626,33.768665,133.643036,3252 
39363,土佐町,土佐郡土佐町土居194,33.737026,133.531791,3753 
39364,大川村,土佐郡大川村小松27-1,33.783927,133.466613,366 
39386,いの町,吾川郡いの町1700-1,33.548689,133.427583,21374 
39387,仁淀川町,吾川郡仁淀川町大崎200,33.575286,133.171,4827 
39401,中土佐町,高岡郡中土佐町久礼6663-1,33.329273,133.224785,6002 
39402,佐川町,高岡郡佐川町甲1650-2,33.500809,133.286642,12323 
39403,越知町,高岡郡越知町越知甲1970,33.532848,133.252221,5187 
39405,梼原町,高岡郡梼原町梼原1444-1,33.39217,132.927065,3307 
39410,日高村,高岡郡日高村本郷61-1,33.535083,133.373201,4812 
39411,津野町,高岡郡津野町永野471-1,33.446666,133.199377,5291 
39412,四万十町,高岡郡四万十町琴平町16-17,33.211606,133.137037,15607 
39424,大月町,幡多郡大月町弘見2230,32.841481,132.70699,4434 
39427,三原村,幡多郡三原村来栖野346,32.90609,132.84725,1437 
39428,黒潮町,幡多郡黒潮町入野5893,33.024965,133.004158,10262 
40100,北九州市,北九州市小倉北区城内1-1,33.883408,130.875183,939029 
40130,福岡市,福岡市中央区天神1-8-1,33.590313,130.401735,1612392 
40202,大牟田市,大牟田市有明町2-3,33.030248,130.446058,111281 
40203,久留米市,久留米市城南町15-3,33.319286,130.508371,303316 
40204,直方市,直方市殿町7-1,33.744181,130.729652,56212 
40205,飯塚市,飯塚市新立岩5-5,33.646083,130.691422,126364 
40206,田川市,田川市中央町1-1,33.63876,130.806298,46203 
40207,柳川市,柳川市本町87-1,33.163064,130.405739,64475 
40210,八女市,八女市本町647,33.211952,130.557912,60608 
40211,筑後市,筑後市大字山ノ井898,33.212246,130.502151,48827 
40212,大川市,大川市大字酒見256-1,33.206622,130.383922,32988 
40213,行橋市,行橋市中央1-1-1,33.728762,130.982963,71426 
40214,豊前市,豊前市大字吉木955,33.611538,131.129941,24391 
40215,中間市,中間市中間1-1-1,33.816699,130.709026,40362 
40216,小郡市,小郡市小郡255-1,33.39645,130.555541,59360 
40217,筑紫野市,筑紫野市石崎1-1-1,33.487386,130.526007,103311 
40218,春日市,春日市原町3-1-5,33.532629,130.470368,111023 
40219,大野城市,大野城市曙町2-2-1,33.53629,130.478697,102085 
40220,宗像市,宗像市東郷1-1-1,33.805448,130.540651,97095 
40221,太宰府市,太宰府市観世音寺1-1-1,33.512835,130.523876,73164 
40223,古賀市,古賀市駅東1-1-1,33.728664,130.469995,58786 
40224,福津市,福津市中央1-1-1,33.766897,130.491038,67033 
40225,うきは市,うきは市吉井町新治316,33.347305,130.754928,27981 
40226,宮若市,宮若市宮田29-1,33.723666,130.667417,26298 
40227,嘉麻市,嘉麻市岩崎1180-1,33.598421,130.719217,35473 
40228,朝倉市,朝倉市菩提寺412-2,33.423412,130.665573,50273 
40229,みやま市,みやま市瀬高町小川5,33.152434,130.474734,35861 
40230,糸島市,糸島市前原西一丁目1番1号,33.55745,130.1955,98877 
40231,那珂川市,那珂川市西隈1-1-1,33.499597,130.4222,50112 
40341,宇美町,糟屋郡宇美町宇美5-1-1,33.567768,130.511208,37671 
40342,篠栗町,糟屋郡篠栗町中央1-1-1,33.623869,130.526207,31209 
40343,志免町,糟屋郡志免町志免中央1-1-1,33.591503,130.479807,46377 
40344,須恵町,糟屋郡須恵町大字須恵771,33.587268,130.507234,28628 
40345,新宮町,糟屋郡新宮町緑ヶ浜1-1-1,33.715313,130.446567,32927 
40348,久山町,糟屋郡久山町大字久原3632,33.646726,130.499906,9068 
